,id,text,caption,label,image,IsSarcasm
238,827710215390896128,# meme # memes # memesdaily # lol # lmaoo # lmfao # comedy # dark # brutal i have such a craving fer ice cream sandwich right now,"calvin klein ice cream sandwich
",1,data/mmsd2/dataset_image/827710215390896128.jpg,Sarcastic
239,816795702928044032,i drew my sister because i never draw her and that 's a real shame,"anime girl with long hair and green eyes
",0,data/mmsd2/dataset_image/816795702928044032.jpg,Not Sarcastic
244,822648050967597056,everyone loves a good love story but being apart of the story is even better # lol <user> bro,"when your friends help you text your crush
",1,data/mmsd2/dataset_image/822648050967597056.jpg,Sarcastic
245,822952476987060224,eagles win ! erau blows out saint leo to improve to 10-1 against <user> opponents,"the eagles are playing in the women's basketball game
",0,data/mmsd2/dataset_image/822952476987060224.jpg,Not Sarcastic
247,688526083348500484,i swear i have a home . it 's just that i prefer to live at work .,"a woman with red hair
",1,data/mmsd2/dataset_image/688526083348500484.jpg,Sarcastic
251,848120349237661696,we got you :p,"the happy birthday word search is shown
",1,data/mmsd2/dataset_image/848120349237661696.jpg,Sarcastic
252,820053987676319746,eye freckle game strong,"a woman in a car with a dog face on her face
",0,data/mmsd2/dataset_image/820053987676319746.jpg,Not Sarcastic
253,874531835065356288,<user> another day of superfast 200mbit / s broadband ! i love getting what i pay for !,"the speed test shows the speed of the internet
",1,data/mmsd2/dataset_image/874531835065356288.jpg,Sarcastic
254,817520934441652225,californiachrome has arrived at gulfstream park for his run in the pegasus world cup ( g1 ) jan . 28 . : joe diorio,"a man walking a horse
",0,data/mmsd2/dataset_image/817520934441652225.jpg,Not Sarcastic
255,820410459048198144,how you watch football games when you not in the playoffs ... lol,"a man sitting on a couch watching a football game
",0,data/mmsd2/dataset_image/820410459048198144.jpg,Not Sarcastic
256,838903209762619392,thank god i love heights . w <user> in dc,"a hockey game is being played in an arena
",1,data/mmsd2/dataset_image/838903209762619392.jpg,Sarcastic
257,819691413818449920,sum new,"a woman taking a selfie in a bathroom
",0,data/mmsd2/dataset_image/819691413818449920.jpg,Not Sarcastic
258,726164516548022272,like if you agree too ..,"the text reads, i remember in second grade i got a new purple
",1,data/mmsd2/dataset_image/726164516548022272.jpg,Sarcastic
259,818240150056660994,one of the biggest misconceptions of home buying ? the 20 % down payment . here ’ s how to buy with a lot less down . <user>,"the word home is illuminated in blue light
",0,data/mmsd2/dataset_image/818240150056660994.jpg,Not Sarcastic
261,822953645239128064,heck of a night for the big man,"a young man wearing a hard hat and a brown overall
",0,data/mmsd2/dataset_image/822953645239128064.jpg,Not Sarcastic
263,820410261567848449,"sweep ! ! ! <user> has defeated no . 2 minnesota , sweeping the gophers for the first time since oct . 29-30 , 2010 !","a hockey player is holding a stick and the words bulldogs win
",0,data/mmsd2/dataset_image/820410261567848449.jpg,Not Sarcastic
264,822587614926663681,this must be michelles speech . melania decided to give it back,"the president and first lady are greeting people
",1,data/mmsd2/dataset_image/822587614926663681.jpg,Sarcastic
265,822231736625065985,taking my first and only college visit this weekend !,"texas tech football team welcome party
",0,data/mmsd2/dataset_image/822231736625065985.jpg,Not Sarcastic
266,866621591584624641,<user> <user> your customer care staff asked me to send my credit card number by email ! + 1 for safety !,"how to get a refund from rbi
",1,data/mmsd2/dataset_image/866621591584624641.jpg,Sarcastic
267,879349604143185920,follow : <user>,"a man with a black jacket and a blue shirt on
",1,data/mmsd2/dataset_image/879349604143185920.jpg,Sarcastic
269,818245580048764930,justice league vs suicide squad,"a comic book character with a pink bubble gum
",0,data/mmsd2/dataset_image/818245580048764930.jpg,Not Sarcastic
271,822589374927933441,<user> well i got some help from my dad and i hope you like it joey it still a work in progress working on coloring it now,"a drawing of a man with his face in the air
",0,data/mmsd2/dataset_image/822589374927933441.jpg,Not Sarcastic
272,820048179429134336,why science based protests never caught on .... too damn wordy ! thanks for sharing <user>,"why scientific protests caught on camera
",1,data/mmsd2/dataset_image/820048179429134336.jpg,Sarcastic
274,715944222898196480,exactly the rest area i want to stop at with my three young boys .,"a warning sign on a pole in front of a building
",1,data/mmsd2/dataset_image/715944222898196480.jpg,Sarcastic
277,834264935605608449,"longterm investors in $ ril rewarded for their patience , up 7 % today . it has given massive 10.5 % cagr from <num> lows <user>","a screenshot of the website of a real estate company
",1,data/mmsd2/dataset_image/834264935605608449.jpg,Sarcastic
280,716406596402880512,"without electricity , awesome ! ! - _ -","a palm tree in the dark with a light shining on it
",1,data/mmsd2/dataset_image/716406596402880512.jpg,Sarcastic
281,732458550245527552,low hanging # sphere # fruit # c4d # cinema4d # 3d # render # everyday # experiment # surreal # design # scifi by bat …,"a sculpture made out of metal and wire
",1,data/mmsd2/dataset_image/732458550245527552.jpg,Sarcastic
283,820418500862889985,mama we made it ( to state ) ! ! !,"two women in business suits standing next to a bison
",0,data/mmsd2/dataset_image/820418500862889985.jpg,Not Sarcastic
284,818022718918402048,it is back ! <user>,"a television screen showing a woman and man on it
",1,data/mmsd2/dataset_image/818022718918402048.jpg,Sarcastic
285,691372367214284800,so much for 'terroir ' . fashioned in a lab made in the middle of nowhere . ? ?,"a cartoon of two people holding wine glasses
",1,data/mmsd2/dataset_image/691372367214284800.jpg,Sarcastic
286,822223597842427905,"on january 28 , the dnc will hold its second of four regional dnc future forums at texas southern university in houston , texas .","a flyer for the dnc forum
",0,data/mmsd2/dataset_image/822223597842427905.jpg,Not Sarcastic
288,695681736437411840,just love mris !,"mid-cities imaging staff member
",1,data/mmsd2/dataset_image/695681736437411840.jpg,Sarcastic
289,727909903269007360,this word cloud of # mlb team run leaders proves the # nl needs a dh because it 's such a low-scoring league .,"a colorful graphic of words in different languages
",1,data/mmsd2/dataset_image/727909903269007360.jpg,Sarcastic
290,818243867812261888,i 've never wanted to be someone so much,"a man and woman in a car, sitting in the back seat
",0,data/mmsd2/dataset_image/818243867812261888.jpg,Not Sarcastic
291,817520142636744704,megastarchiranjeevi interview today,"telugu movie magazine cover
",0,data/mmsd2/dataset_image/817520142636744704.jpg,Not Sarcastic
292,823319277876875264,finally ... <user> sees us .,"the new emoji faces are here
",0,data/mmsd2/dataset_image/823319277876875264.jpg,Not Sarcastic
294,732513456474054657,# hottake headline just when i am trying to tone down the .,"the donald trump is not expanding the gop
",1,data/mmsd2/dataset_image/732513456474054657.jpg,Sarcastic
295,820413329281871872,* heart eyes emoji *,"dolce & gabbana fall/winter 2015-2016
",0,data/mmsd2/dataset_image/820413329281871872.jpg,Not Sarcastic
298,819694096155602945,can 't afford to plug that in with hydro costs out of sight . so f-off trudeau,"trudeau to begin cross country tour to reconnect with canadians
",1,data/mmsd2/dataset_image/819694096155602945.jpg,Sarcastic
299,822587045835112450,me : i 'm gonna save money and stop buying new gym clothes also me when looking at gym clothes :,"a man with sunglasses and money falling from his hands
",1,data/mmsd2/dataset_image/822587045835112450.jpg,Sarcastic
300,818238233662193666,pick up the phone baby,"a man sitting on a couch talking on a cell phone
",0,data/mmsd2/dataset_image/818238233662193666.jpg,Not Sarcastic
301,822953602306240516,vandy official visit !,"five men posing for a photo on a football field
",0,data/mmsd2/dataset_image/822953602306240516.jpg,Not Sarcastic
302,685499717149569024,me in a nutshell ...,"friday morning thoughts friday night reality
",1,data/mmsd2/dataset_image/685499717149569024.jpg,Sarcastic
303,822954643995168768,"today was not a protest of trump , it was a powerful stand for equal rights . get over yourself .","a large crowd of people holding signs and flags
",0,data/mmsd2/dataset_image/822954643995168768.jpg,Not Sarcastic
304,818243102125092864,white man lookin like he trynna see about some black magic .,"a woman with red hair and high heels is walking down the street
",0,data/mmsd2/dataset_image/818243102125092864.jpg,Not Sarcastic
305,819686055674806276,". <user> , after not seeking re-election to city council & failed mayoral bid , submits name for 40th district in state house .","a man in a suit and tie sitting at a table with a microphone
",0,data/mmsd2/dataset_image/819686055674806276.jpg,Not Sarcastic
307,685875890841108480,. <user> <user> <user> just purchased at gun show . had to pass b / g check .,"a rifle on a table with a laptop and a gun
",1,data/mmsd2/dataset_image/685875890841108480.jpg,Sarcastic
308,696349373945384960,"changed my fb pp to this . hah ! yep , totally different persona ... definitely not me .","a black and white photo of a woman
",1,data/mmsd2/dataset_image/696349373945384960.jpg,Sarcastic
313,862562298535305218,jonny has let himself go since retiring from rugby then ...,"two men in blue shirts standing next to each other
",1,data/mmsd2/dataset_image/862562298535305218.jpg,Sarcastic
315,819685535614648324,me seeing gay couples doing pda vs me seeing straight couples doing pda,"a young boy holding a tomato at a baseball game
",1,data/mmsd2/dataset_image/819685535614648324.jpg,Sarcastic
317,709811555823710208,happy # chemtrails breath deep and enjoy the fresh air !,"a plane flying over a field with contrails
",1,data/mmsd2/dataset_image/709811555823710208.jpg,Sarcastic
318,822947709866901508,"<user> is president get over it "" we the people "" sick of ur liesi never supported # obama nor did millions , never acted this way","a tv screen with a man in a suit and tie on it
",0,data/mmsd2/dataset_image/822947709866901508.jpg,Not Sarcastic
319,823313999735492609,""" give them nothing but take from them everything ! ! ! ! ! ! ! ! ! ! "" from the movie 300 . quote from king leonidas .","give them nothing but take from them everything
",0,data/mmsd2/dataset_image/823313999735492609.jpg,Not Sarcastic
321,818241720236314624,the # blackgirlmagic at the # goldenglobes has begun,"actress jennifer hudson arrives at the golden globe awards
",0,data/mmsd2/dataset_image/818241720236314624.jpg,Not Sarcastic
322,840923033938362370,"yuk .. i no likey , please don 't snow unless mama can stay home & cuddle me while she helps me tweet","a cell phone displaying the blizzard watch
",1,data/mmsd2/dataset_image/840923033938362370.jpg,Sarcastic
323,818245062878437376,next year 's coachella lineup looks,"coachella 2018 lineup
",0,data/mmsd2/dataset_image/818245062878437376.jpg,Not Sarcastic
324,818244256624164865,"you 're hired , justin timberlake .","two men and a woman are standing next to each other
",0,data/mmsd2/dataset_image/818244256624164865.jpg,Not Sarcastic
325,717665489435115520,# panamapapers  #  funny,"the framers are basically stealing in a different code
",1,data/mmsd2/dataset_image/717665489435115520.jpg,Sarcastic
326,734217988002459648,i just love how easily i bruise,"a person holding up their arm with a tattoo on it
",1,data/mmsd2/dataset_image/734217988002459648.jpg,Sarcastic
328,819326215488176132,his little face when sherlock says he doesn 't have a boyfriend .,"a man in a sweater is looking at something
",0,data/mmsd2/dataset_image/819326215488176132.jpg,Not Sarcastic
330,731875959947726849,when we come together we 're twitter in real world ... ! ! & all the time,"two young men are taking a selfie together
",1,data/mmsd2/dataset_image/731875959947726849.jpg,Sarcastic
332,886187189217918976,don 't ya just love spending € 61 just to stand in a queue for <num> mins to slide for <num> seconds ...,"people are enjoying the pool at a resort
",1,data/mmsd2/dataset_image/886187189217918976.jpg,Sarcastic
